"compound_name","matched_name","final_result","CID","IUPACName","MolecularFormula","MolecularWeight","KEGG_ID","HMDB_ID","CHEBI_ID","Similarity","mzcloud_Endogenous_info"
"17,20,21-Trihydroxypregn-4-en-3-one","17,20,21-Trihydroxypregn-4-en-3-one",TRUE,160794,"(8R,9S,10R,13S,14S,17R)-17-(1,2-dihydroxyethyl)-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","C21H32O4",348.5,"Not_Access","Not_Access","Not_Access",1,NA
"3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ExMrn00039067",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5S-Hydroperoxy-18R-HEPE","5S-Hydroperoxy-18R-HEPE",TRUE,46174067,"(5S,6E,8Z,11Z,14Z,16E,18R)-5-hydroperoxy-18-hydroxyicosa-6,8,11,14,16-pentaenoic acid","C20H30O5",350.4,"C18176","Not_Access","132908",1,NA
"7'-Carboxy-alpha-chromanol","7'-Carboxy-alpha-chromanol",TRUE,53481529,"7-[(2R)-6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromen-2-yl]-4-methylheptanoic acid","C21H32O4",348.5,"Not_Access","HMDB0012848","175455",1,NA
"Deoxycortisol","11-Deoxycortisol",TRUE,440707,"(8R,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","C21H30O4",346.5,"C05488","HMDB0000015","28324",0.8966,"Endogenous Metabolites"
"trihydroxy-4-pregnen-3-one","trihydroxy-4-pregnen-3-one",TRUE,57062794,"(8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-(2,2,2-trihydroxyethyl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","C21H32O4",348.5,"Not_Access","Not_Access","Not_Access",1,NA
"Tetrahydrocorticosterone","Tetrahydrocorticosterone",TRUE,65553,"1-[(3R,5R,8S,9S,10S,11S,13S,14S,17S)-3,11-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-hydroxyethanone","C21H34O4",350.5,"C05476","HMDB0000268","9481",1,"Endogenous Metabolites"
"[10]-Gingerdione","[10]-Gingerdione",TRUE,14440539,"1-(4-hydroxy-3-methoxyphenyl)tetradecane-3,5-dione","C21H32O4",348.5,"Not_Access","HMDB0029475","175457",1,NA
"[8]-Paradyl acetate","[8]-Paradyl acetate",TRUE,131752880,"[2-methoxy-4-(3-oxododecyl)phenyl] acetate","C21H32O4",348.5,"Not_Access","HMDB0040641","175458",1,NA
"10-Gingerdione","10-Gingerdione",TRUE,5317591,"(Z)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradec-3-en-5-one","C21H32O4",348.5,"Not_Access","HMDB0303089","Not_Access",1,NA
"Isocarbacyclin","Isocarbacyclin",TRUE,5311244,"5-[(3aS,5R,6R,6aS)-5-hydroxy-6-[(E,3S)-3-hydroxyoct-1-enyl]-1,3a,4,5,6,6a-hexahydropentalen-2-yl]pentanoic acid","C21H34O4",350.5,"Not_Access","Not_Access","231208",1,NA
"15-Hydroxy-11alpha,9alpha-(epoxymethano)prosta-5,13-dienoic acid","15-Hydroxy-11alpha,9alpha-(epoxymethano)prosta-5,13-dienoic acid",TRUE,5354027,"(E)-7-[6-[(E)-3-hydroxyoct-1-enyl]-2-oxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid","C21H34O4",350.5,"Not_Access","HMDB0244668","Not_Access",1,NA
"5-Heptenoic acid, 7-(3-(3-hydroxy-1-octen-1-yl)-7-oxabicyclo(2.2.1)hept-2-yl)-,",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostaglandin H2 (PGH2)","prostaglandin h2",TRUE,445049,"(Z)-7-[(1R,4S,5R,6R)-6-[(E,3S)-3-hydroxyoct-1-enyl]-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid","C20H32O5",352.5,"C00427","HMDB0001381","15554",0.8205,"Endogenous Metabolites"
"Prostaglandin D2 (PGD2)","prostaglandin D2",TRUE,448457,"(Z)-7-[(1R,2R,5S)-5-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-3-oxocyclopentyl]hept-5-enoic acid","C20H32O5",352.5,"C00696","HMDB0001403","15555",0.8205,"Endogenous Metabolites"
"Prostaglandin E2 (PGE2)","Prostaglandin E2",TRUE,5280360,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid","C20H32O5",352.5,"C00584","HMDB0001220","15551",0.8205,"Endogenous Metabolites"
"12-Oxo-20-hydroxy-leukotriene B4","12-Oxo-20-hydroxy-leukotriene B4",TRUE,53481459,"(5R,6Z,8E,10E,14Z)-5,20-dihydroxy-12-oxoicosa-6,8,10,14-tetraenoic acid","C20H30O5",350.4,"Not_Access","HMDB0012552","Not_Access",1,NA
"Thromboxane A2","Thromboxane A2",TRUE,5280497,"(Z)-7-[(1S,3R,4S,5S)-3-[(E,3S)-3-hydroxyoct-1-enyl]-2,6-dioxabicyclo[3.1.1]heptan-4-yl]hept-5-enoic acid","C20H32O5",352.5,"C02198","HMDB0001452","15627",1,NA
"[6]-Gingerdiol acetate methyl ether","[6]-Gingerdiol acetate methyl ether",TRUE,11416878,"[1-(3,4-dimethoxyphenyl)-3-hydroxydecan-5-yl] acetate","C20H32O5",352.5,"Not_Access","HMDB0303098","Not_Access",1,NA
"lipoxin A5",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostaglandin I2 (PGI2)",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-Monolinolenoyl-rac-glycerol","1-Monolinolenoyl-rac-glycerol",TRUE,5872092,"2,3-dihydroxypropyl (9E,12E,15E)-octadeca-9,12,15-trienoate","C21H36O4",352.5,"Not_Access","HMDB0252853","Not_Access",1,NA
"Alprostadil","Alprostadil",TRUE,5280723,"7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]heptanoic acid","C20H34O5",354.5,"C04741","HMDB0001442","15544",1,"Endogenous Metabolites"
"Prostaglandin F2alpha (PGF2a)",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostaglandin H2","Prostaglandin H2",TRUE,445049,"(Z)-7-[(1R,4S,5R,6R)-6-[(E,3S)-3-hydroxyoct-1-enyl]-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid","C20H32O5",352.5,"C00427","HMDB0001381","15554",1,"Endogenous Metabolites"
"MG 18:2",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13,14-dihydro-prostaglandin F2alpha","13,14-dihydro-prostaglandin F2alpha",TRUE,5283080,"(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(3S)-3-hydroxyoctyl]cyclopentyl]hept-5-enoic acid","C20H36O5",356.5,"Not_Access","Not_Access","88346",1,NA
"Prostaglandin F1alpha","Prostaglandin F1alpha",TRUE,5280939,"7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]heptanoic acid","C20H36O5",356.5,"C06475","HMDB0002685","28852",1,NA
"13,14-dihydro-prostaglandin E1","13,14-dihydro-prostaglandin E1",TRUE,161273,"7-[(1R,2R,3R)-3-hydroxy-2-[(3S)-3-hydroxyoctyl]-5-oxocyclopentyl]heptanoic acid","C20H36O5",356.5,"Not_Access","HMDB0002689","89310",1,"Endogenous Metabolites"
"14-HDoHE","14-HDoHE",TRUE,11566378,"(4Z,7Z,10Z,12E,16Z,19Z)-14-hydroxydocosa-4,7,10,12,16,19-hexaenoic acid","C22H32O3",344.5,"Not_Access","Not_Access","72647",1,NA
"1-Formylneogrifolin","1-Formylneogrifolin",TRUE,131752742,"4,5-dihydroxy-2-methyl-3-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]benzaldehyde","C23H32O3",356.5,"Not_Access","HMDB0039880","172584",1,NA
"16-Dehydropregnenolone acetate","16-Dehydropregnenolone acetate",TRUE,92855,"[(3S,8R,9S,10R,13S,14S)-17-acetyl-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate","C23H32O3",356.5,"C14503","Not_Access","34163",1,NA
"1,2-dioctanoyl-1,2,4-butanetriol","1,2-dioctanoyl-1,2,4-butanetriol",TRUE,44237128,"(4-hydroxy-2-octanoyloxybutyl) octanoate","C20H38O5",358.5,"Not_Access","Not_Access","Not_Access",1,NA
"13,14-dihydro-prostaglandin F1alpha",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piperochromanoic acid","Piperochromanoic acid",TRUE,13845940,"2-[(3Z)-4,8-dimethylnona-3,7-dienyl]-8-hydroxy-3-methylidene-4H-chromene-6-carboxylic acid","C22H28O4",356.5,"Not_Access","HMDB0040634","175587",1,NA
"Pregnenolone acetate","Pregnenolone acetate",TRUE,2723722,"[(3S,8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate","C23H34O3",358.5,"C14658","Not_Access","34930",1,NA
"17abeta-Hydroxy-homoandrost-4-en-3-one propionate",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Testosterone isobutyrate","Testosterone isobutyrate",TRUE,92149,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 2-methylpropanoate","C23H34O3",358.5,"Not_Access","Not_Access","Not_Access",1,NA
"Dityrosine","Dityrosine",TRUE,107904,"2-amino-3-[3-[5-(2-amino-2-carboxyethyl)-2-hydroxyphenyl]-4-hydroxyphenyl]propanoic acid","C18H20N2O6",360.4,"Not_Access","HMDB0254132","50607",1,NA
"Cortisone","Cortisone",TRUE,222786,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthrene-3,11-dione","C21H28O5",360.4,"C00762","HMDB0002802","16962",1,"Endogenous Metabolites"
"17R-hydroperoxydocosahexaenoate","17R-hydroperoxydocosahexaenoate",TRUE,91820295,"(4Z,7Z,10Z,13Z,15E,17R,19Z)-17-hydroperoxydocosa-4,7,10,13,15,19-hexaenoate","C22H31O4-",359.5,"Not_Access","Not_Access","Not_Access",1,NA
"10-Hydroperoxydocosahexaenoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HpDHA","17S-HpDHA",TRUE,52921992,"(4Z,7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosa-4,7,10,13,15,19-hexaenoic acid","C22H32O4",360.5,"Not_Access","Not_Access","136113",0.7143,NA
"protectin DX","protectin DX",TRUE,11667655,"(4Z,7Z,10S,11E,13Z,15E,17S,19Z)-10,17-dihydroxydocosa-4,7,11,13,15,19-hexaenoic acid","C22H32O4",360.5,"Not_Access","Not_Access","138653",1,NA
"maresin 1","maresin 1",TRUE,60201795,"(4Z,7R,8E,10E,12Z,14S,16Z,19Z)-7,14-dihydroxydocosa-4,8,10,12,16,19-hexaenoic acid","C22H32O4",360.5,"Not_Access","Not_Access","138249",1,NA
"resolvin D5","resolvin D5",TRUE,16061139,"(5Z,7S,8E,10Z,13Z,15E,17S,19Z)-7,17-dihydroxydocosa-5,8,10,13,15,19-hexaenoic acid","C22H32O4",360.5,"Not_Access","HMDB0004038","138645",1,NA
"Cannabigerolate","Cannabigerolate",TRUE,54740349,"2-carboxy-6-[(2E)-3,7-dimethylocta-2,6-dienyl]-5-hydroxy-3-pentylphenolate","C22H31O4-",359.5,"Not_Access","Not_Access","66962",1,NA
"Guanosine 5'-monophosphate (GMP)",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guanosine 2'-monophosphate","guanosine 2'-monophosphate",TRUE,135460966,"[(2R,3R,4R,5R)-2-(2-amino-6-oxo-1H-purin-9-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate","C10H14N5O8P",363.22,"Not_Access","HMDB0240586","74948",1,NA
"Guanosine 3'-phosphate","Guanosine 3'-phosphate",TRUE,135398727,"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate","C10H14N5O8P",363.22,"C06193","HMDB0240587","28072",1,NA
"8-Oxo-dGMP","8-Oxo-dGMP",TRUE,135488904,"[(2R,3S,5R)-5-(2-amino-6,8-dioxo-1,7-dihydropurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate","C10H14N5O8P",363.22,"C19968","Not_Access","63223",1,NA
"Tetrahydrocortisone","Tetrahydrocortisone",TRUE,5866,"(3R,5R,8S,9S,10S,13S,14S,17R)-3,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-11-one","C21H32O5",364.5,"C05470","Not_Access","9901",1,"Endogenous Metabolites"
"2-Icosa-5,8,11,14-tetraen-2-yloxypropane-1,3-diol","2-Icosa-5,8,11,14-tetraen-2-yloxypropane-1,3-diol",TRUE,156963539,"2-[(5E,8E,11E,14E)-icosa-5,8,11,14-tetraen-2-yl]oxypropane-1,3-diol","C23H40O3",364.6,"Not_Access","HMDB0255389","Not_Access",1,NA
"3-Icosa-5,8,11,14-tetraen-2-yloxypropane-1,2-diol","3-Icosa-5,8,11,14-tetraen-2-yloxypropane-1,2-diol",TRUE,21984831,"3-[(5E,8E,11E,14E)-icosa-5,8,11,14-tetraen-2-yl]oxypropane-1,2-diol","C23H40O3",364.6,"Not_Access","HMDB0260248","Not_Access",1,NA
"2-arachidonoyl glyceryl ether","2-arachidonoyl glyceryl ether",TRUE,6483057,"2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoxy]propane-1,3-diol","C23H40O3",364.6,"Not_Access","HMDB0013657","75913",1,NA
"alpha-C-Mannosyltryptophan","alpha-C-Mannosyltryptophan",TRUE,10981970,"(2S)-2-amino-3-[2-[(2R,3S,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-1H-indol-3-yl]propanoic acid","C17H22N2O7",366.4,"Not_Access","HMDB0240296","19232",1,NA
"20-COOH-Leukotriene B4","20-COOH-Leukotriene B4",TRUE,5280877,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenedioic acid","C20H30O6",366.4,"C05950","HMDB0006059","27562",1,NA
"12-oxo-10,11-dihydro-20-COOH-LTB4","12-oxo-10,11-dihydro-20-COOH-LTB4",TRUE,53481456,"(5R,6Z,8E,14Z)-5-hydroxy-12-oxoicosa-6,8,14-trienedioic acid","C20H30O6",366.4,"Not_Access","HMDB0012549","175705",1,NA
"12-oxo-20-dihydroxy-leukotriene B4","12-oxo-20-dihydroxy-leukotriene B4",TRUE,53481458,"(5R,6Z,8E,10E,14Z)-5,20,20-trihydroxy-12-oxoicosa-6,8,10,14-tetraenoic acid","C20H30O6",366.4,"Not_Access","HMDB0012551","175707",1,NA
"Arbaprostil","Arbaprostil",TRUE,5283064,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3R)-3-hydroxy-3-methyloct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid","C21H34O5",366.5,"Not_Access","Not_Access","184592",1,NA
"Prostaglandin E2 methyl ester","Prostaglandin E2 methyl ester",TRUE,5458174,"methyl (Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]hept-5-enoate","C21H34O5",366.5,"Not_Access","Not_Access","197137",1,NA
"Prostaglandin G2","Prostaglandin G2",TRUE,5280883,"(Z)-7-[(1R,4S,5R,6R)-6-[(E,3S)-3-hydroperoxyoct-1-enyl]-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid","C20H32O6",368.5,"C05956","HMDB0003235","27647",1,NA
"Carboprost","Carboprost",TRUE,5281075,"(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxy-3-methyloct-1-enyl]cyclopentyl]hept-5-enoic acid","C21H36O5",368.5,"C06872","Not_Access","3403",1,"Endogenous Metabolites"
"Misoprostol acid","Misoprostol acid",TRUE,6436406,"7-[(1R,2R,3R)-3-hydroxy-2-[(E)-4-hydroxy-4-methyloct-1-enyl]-5-oxocyclopentyl]heptanoic acid","C21H36O5",368.5,"Not_Access","Not_Access","Not_Access",1,"Therapeutics/Prescription Drugs"
"Prostaglandin F2alpha methyl ester","Prostaglandin F2alpha methyl ester",TRUE,5283102,"methyl (Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]hept-5-enoate","C21H36O5",368.5,"Not_Access","Not_Access","185834",1,NA
"6-Keto-prostaglandin F1alpha","6-Keto-prostaglandin F1alpha",TRUE,5280888,"7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]-6-oxoheptanoic acid","C20H34O6",370.5,"C05961","HMDB0002886","28158",1,NA
"Thromboxane B2","Thromboxane B2",TRUE,5283137,"(Z)-7-[(2R,3S,4S)-4,6-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]oxan-3-yl]hept-5-enoic acid","C20H34O6",370.5,"Not_Access","HMDB0003252","28728",1,"Endogenous Metabolites"
"Glycerylmonooleate","Glycerylmonooleate",TRUE,20056951,"2,3-dihydroxypropanoyl (Z)-octadec-9-enoate","C21H38O5",370.5,"Not_Access","Not_Access","230387",1,NA
"1,2-dioctanoyl-3-methyl-1,2,3-butanetriol","1,2-dioctanoyl-3-methyl-1,2,3-butanetriol",TRUE,44237283,"(3-hydroxy-3-methyl-2-octanoyloxybutyl) octanoate","C21H40O5",372.5,"Not_Access","Not_Access","188646",1,NA
"N-palmitoyl-aspartate",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ExMrn00064666",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9'-Carboxy-gamma-tocotrienol","9'-Carboxy-gamma-tocotrienol",TRUE,53481537,"(2E,6E)-9-[(2R)-6-hydroxy-2,7,8-trimethyl-3,4-dihydrochromen-2-yl]-2,6-dimethylnona-2,6-dienoic acid","C23H32O4",372.5,"Not_Access","HMDB0012869","174955",1,NA
"Norgestomet","Norgestomet",TRUE,9820838,"[(8R,9S,10R,11S,13S,14S,17R)-17-acetyl-11,13-dimethyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate","C23H32O4",372.5,"Not_Access","Not_Access","Not_Access",1,NA
"Deoxycorticosterone acetate","Deoxycorticosterone acetate",TRUE,5952,"[2-[(8S,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate","C23H32O4",372.5,"C14554","Not_Access","34671",1,"Therapeutics/Prescription Drugs"
"Androst-4-ene-3beta,17beta-diol diacetate","Androst-4-ene-3beta,17beta-diol diacetate",TRUE,11954158,"[(3S,8R,9S,10R,13S,14S,17S)-17-acetyloxy-10,13-dimethyl-2,3,6,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate","C23H34O4",374.5,"C15324","Not_Access","79826",1,NA
"Riboflavin","Riboflavin",TRUE,493570,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione","C17H20N4O6",376.4,"C00255","HMDB0000244","17015",1,"Endogenous Metabolites"
"11beta,20-Dihydroxy-3-oxopregn-4-en-21-oic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17-dehydro-resolvin D1",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7-dehydro-resolvin D2",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8-dehydro-resolvin D1",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-dehydro-resolvin D2",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phe-Pro-Ile","Phe-Pro-Ile",TRUE,131738793,"(2S,3S)-2-[[(2S)-1-[(2S)-2-amino-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-3-methylpentanoic acid","C20H29N3O4",375.5,"Not_Access","Not_Access","161809",1,NA
"Prostaglandin E1 (PGE1)","Prostaglandin E1",TRUE,5280723,"7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]heptanoic acid","C20H34O5",354.5,"C04741","HMDB0001442","15544",0.8205,"Endogenous Metabolites"
"Dhv-PGE2","Dhv-PGE2",TRUE,6439114,"(Z)-7-[(1R,2R,3R)-2-[(E)-4-ethenyl-4-hydroxyoct-1-enyl]-3-hydroxy-5-oxocyclopentyl]hept-5-enoic acid","C22H34O5",378.5,"Not_Access","Not_Access","Not_Access",1,NA
"METENEPROST","METENEPROST",TRUE,5283060,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3R)-3-hydroxy-4,4-dimethyloct-1-enyl]-5-methylidenecyclopentyl]hept-5-enoic acid","C23H38O4",378.5,"Not_Access","Not_Access","165325",1,NA
"TRIMOPROSTIL","TRIMOPROSTIL",TRUE,6917757,"(Z)-7-[(1R,2R,3R)-2-[(E,3R)-3-hydroxy-4,4-dimethyloct-1-enyl]-3-methyl-5-oxocyclopentyl]hept-5-enoic acid","C23H38O4",378.5,"Not_Access","Not_Access","Not_Access",1,NA
"1-Arachidonoylglycerol","1-Arachidonoylglycerol",TRUE,114672,"2,3-dihydroxypropyl icosa-5,8,11,14-tetraenoate","C23H38O4",378.5,"Not_Access","Not_Access","Not_Access",1,"Endogenous Metabolites"
"20-Cooh ltb4","20-COOH-LTB4",TRUE,5280877,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenedioic acid","C20H30O6",366.4,"C05950","HMDB0006059","27562",0.9167,NA
"2-Hydroxy-4-oxo-5,12-heneicosadien-1-yl acetate","2-Hydroxy-4-oxo-5,12-heneicosadien-1-yl acetate",TRUE,10126440,"[(5E,12Z)-2-hydroxy-4-oxohenicosa-5,12-dienyl] acetate","C23H40O4",380.6,"Not_Access","HMDB0039403","Not_Access",1,NA
"MG(20:3(8Z,11Z,14Z)/0:0/0:0)","(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid",TRUE,5280581,"(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid","C20H34O2",306.5,"C03242","HMDB0002925","53486",0.3529,"Endogenous Metabolites"
"Isopersin","isopersin",TRUE,10691218,"[(2R,12Z,15Z)-1-hydroxy-4-oxohenicosa-12,15-dien-2-yl] acetate","C23H40O4",380.6,"Not_Access","Not_Access","142264",1,NA
"20a,20b-Dihomo-9-oxo-11R,15S-dihydroxy-5Z,13E-prostadienoic acid","20a,20b-Dihomo-9-oxo-11R,15S-dihydroxy-5Z,13E-prostadienoic acid",TRUE,16061106,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxydec-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid","C22H36O5",380.5,"Not_Access","Not_Access","165320",1,NA
"16,16-Dimethylprostaglandin E2","16,16-Dimethylprostaglandin E2",TRUE,5283066,"(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3R)-3-hydroxy-4,4-dimethyloct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid","C22H36O5",380.5,"Not_Access","Not_Access","141046",1,NA
"Succinyladenosine","Succinyladenosine",TRUE,20849086,"(2S)-2-[[9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]amino]butanedioic acid","C14H17N5O8",383.31,"Not_Access","HMDB0000912","71169",1,NA
"S-Adenosylhomocysteine","S-Adenosylhomocysteine",TRUE,439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid","C14H20N6O5S",384.41,"C00021","HMDB0000939","16680",1,"Endogenous Metabolites"
"1-myristoyl-sn-glycerol 3-phosphate","1-myristoyl-sn-glycerol 3-phosphate",TRUE,9547180,"[(2R)-2-hydroxy-3-phosphonooxypropyl] tetradecanoate","C17H35O7P",382.4,"Not_Access","HMDB0062321","62833",1,NA
"7beta-Hydroxycholesterol","7beta-Hydroxycholesterol",TRUE,473141,"(3S,7R,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol","C27H46O2",402.7,"Not_Access","HMDB0006119","42989",1,NA
"20-Hydroxycholesterol","20-Hydroxycholesterol",TRUE,121935,"(3S,8S,9S,10R,13S,14S,17S)-17-[(2S)-2-hydroxy-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","C27H46O2",402.7,"C05500","Not_Access","1296",1,NA
"10,11-dihydro-20-trihydroxy-leukotriene B4","10,11-dihydro-20-trihydroxy-leukotriene B4",TRUE,53481448,"(5R,6Z,8E,12R,14Z)-5,12,20,20,20-pentahydroxyicosa-6,8,14-trienoic acid","C20H34O7",386.5,"Not_Access","HMDB0012503","Not_Access",1,NA
"7-[2-(1,2-Dihydroxy-3-oxooctyl)-3,5-dihydroxycyclopentyl]hept-5-enoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9'-Carboxy-alpha-tocotrienol","9'-Carboxy-alpha-tocotrienol",TRUE,53481535,"(2E,6E)-9-[(2R)-6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromen-2-yl]-2,6-dimethylnona-2,6-dienoic acid","C24H34O4",386.5,"Not_Access","HMDB0012867","175091",1,NA
"Medroxyprogesterone acetate","Medroxyprogesterone acetate",TRUE,6279,"[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate","C24H34O4",386.5,"C08150","Not_Access","6716",1,NA
"D8'-Merulinic acid A","D8'-Merulinic acid A",TRUE,5319371,"2-[(E)-heptadec-8-enyl]-4,6-dihydroxybenzoic acid","C24H38O4",390.6,"Not_Access","HMDB0041454","175125",1,NA
"3,4-Bis(2-ethylhexyl)phthalic acid","3,4-Bis(2-ethylhexyl)phthalic acid",TRUE,19752116,"3,4-bis(2-ethylhexyl)phthalic acid","C24H38O4",390.6,"Not_Access","HMDB0257953","165212",1,NA
